Origin,Destination,MedianTimeSeconds,Frequency
Avd 16/29 medicin,Avd 141 Hematologi,1660.5,10
Avd 52 Onkologi,Preoperativ mottagning Sahlgrenska Blå str 7 plan 1,457.0,10
Avd 143 Transplantationsmottagning,Intervention 2,257.0,10
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 133 Neurologi,1349.0,10
AKOM team 2 medicin,Avd 34 Geriatrik,1339.5,10
AKOM team 3 OBS:en,Avd 21 Geriatrik,2404.0,10
Fysioterapi Vita str 13,Avd 13 Kardiologi,874.5,10
Avd 133 Neurologi,Röntgen Norr rum S14 MR-kamera,664.5,10
Avd 32 Specialistmedicin,Dialysmottagning (avd 130),549.5,10
Röntgen Plan 01 rum s17 (MR),Avd 135 Stroke,987.0,10
Medicinmottagning 2,Avd 136 Kirurgi,1452.5,10
Medicinmottagning 2,Avd 21 Geriatrik,997.5,10
NIVA Neurointensiven,Bårhus,2136.0,10
Avd 138 Kärlkirurgi,Röntgen Plan 01 rum s18,504.0,10
Urologmottagningen,Avd 132 Kirurgi,1935.0,10
Avd 132 Kirurgi,Avd 18 Öron Näsa Hals,1692.5,10
UVA avdelning 95A,UVA avdelning 95A,459.5,10
Iohexol njurfunktion Klin Fys (crom),Avd 139 Transplantation,1198.5,10
Röntgen Söder rum S6,Avd 134 Ryggmärgsskador,980.0,10
Röntgen Söder rum S5,Avd 69 Onkologi,1632.0,10
Röntgen Plan 01 rum s18,Avd 139 Transplantation,1328.5,10
Operation 4 (på OP1 under sommaren),Avd 136 Kirurgi,902.0,10
AKOM akutteam 4,Avd 67 Gynekologi,1378.0,10
PIVA avd 22,Avd 69 Onkologi,1408.0,10
Iohexol njurfunktion Klin Fys (crom),Avd 54 Onkologi,1492.0,10
Avd 32 Specialistmedicin,Intervention 2,628.0,10
PIVA avd 22,Avd 141 Hematologi,1138.0,10
Röntgen Söder rum S5,Avd 30 Urologi,1121.5,10
Röntgen Plan 01 rum s18 (MR),Avd 52 Onkologi,1009.0,10
Röntgen Plan 01 rum s18 (MR),Avd 69 Onkologi,1179.0,10
Röntgen Plan 01 rum s19,Avd 10 Neurokirurgi,1632.5,10
AKOM team 2 medicin,Röntgen Norr rum S11,477.0,10
Lungdiagnostisk Mott.,Avd 135 Stroke,1515.5,10
AKOM akutteam 1,Avd 14 Plastik,779.0,10
AKOM akutteam 1,Avd 115 Reumatologi,1444.0,9
AKOM akutteam 1,Avd 139 Transplantation,1172.0,9
AKOM akutteam 1,Avd 12 Thoraxkirurgi,1002.0,9
Röntgen Norr rum S12,Avd 134 Ryggmärgsskador,766.0,9
Avd 133 Neurologi,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),637.0,9
Avd 133 Neurologi,Röntgen Plan 01 rum s17,512.0,9
Avd 133 Neurologi,Röntgen Plan 01 rum s19 (MR),410.0,9
Avd 141 Hematologi,Andningsfysiologi Klin fys mottagning 3,616.0,9
Avd 139 Transplantation,Avd 14 Plastik,992.0,9
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 30 Urologi (På 131 under sommaren),1301.0,9
Strålbehandling Rum 4,Avd 32 Specialistmedicin,1665.0,9
Avd 18 Öron Näsa Hals,Röntgen Norr rum S15,756.0,9
Avd 133 Neurologi,Röntgen Söder rum S7,794.0,9
Avd 133 Neurologi,Röntgen Söder rum S5,1160.0,9
AKOM team 2 medicin,Avd 135 Stroke,1100.0,9
Röntgen Norr rum S15,CIVA avd 96,362.0,9
Avd 139 Transplantation,Lungdiagnostisk Mott.,762.0,9
Avd 19 specialist,Röntgen Norr rum S16,822.0,9
Lungdiagnostisk Mott.,Avd 91 MAVA,1795.0,9
Lungdiagnostisk Mott.,Avd 34 Geriatrik,1335.0,9
Dialysmottagning (avd 130),KFU Klinisk Fysiologi Ultraljud,560.0,9
Avd 138 Kärlkirurgi,Röntgen Söder rum S7,491.0,9
Röntgen Norr rum S11,Avd 134 Ryggmärgsskador,688.0,9
Avd 141 Hematologi,Operation 7 Öron Näsa Hals,470.0,9
Röntgen Norr rum S11,KK-akuten Gynekologisk Akutmottagning,736.0,9
Avd 14 Plastik,Röntgen Norr rum S12,538.0,9
AKOM akutteam 4,KFU Klinisk Fysiologi Ultraljud,729.0,9
Röntgen Norr rum S16,KFU Klinisk Fysiologi Ultraljud,611.0,9
Avd 137 Kirurgi,Kirurgmottagningen Dagvård,657.0,9
AKOM team 2 medicin,Avd 16/29 medicin,1310.0,9
Avd 30 Urologi,Strålbehandling Rum 10,288.0,9
Avd 12 Thoraxkirurgi,Röntgen Norr rum S15,753.0,9
AKOM team 3 OBS:en,Dialysmottagning (avd 130),1200.0,9
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 134 Ryggmärgsskador,1144.0,9
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),Kirurgmottagningen,764.0,9
Avd 52 Onkologi,Röntgen Plan 01 rum s20,1015.0,9
Lungonkologisk Mottagning LOM,Röntgen Söder rum S4,901.0,9
Avd 54 Onkologi,Nuklearmedicin Klin Fys,465.0,9
Avd 115 Reumatologi,Operation 8,1209.0,9
Avd 91 MAVA,Avd 69 Onkologi,3185.0,9
Avd 30 Urologi,Iohexol njurfunktion Klin Fys (crom),468.0,9
Avd 137 Kirurgi,Röntgen Söder rum S7,647.0,9
Intervention 1,Avd 138 Kärlkirurgi,1239.0,9
Avd 131 Njurmedicin,Röntgen Plan 01 rum s18,1019.0,9
Avd 137 Kirurgi,Avd 16/29 medicin,1593.0,9
Strålbehandling Rum 10,Avd 30 Urologi,1144.0,9
Operation 6 Plastikkirurgi,Avd 115 Reumatologi,2042.0,9
Röntgen Söder rum S5,Ortopedimottagning (Blå stråket 3),590.0,9
Röntgen Söder rum S6,Avd 10 Neurokirurgi,702.0,9
Röntgen Plan 01 rum s20,Avd 30 Urologi,746.0,9
Avd 131 Njurmedicin,Röntgen Norr rum s9,977.0,9
Avd 131 Njurmedicin,Lungdiagnostisk Mott.,663.0,9
Röntgen Söder rum S5,Avd 138 Kärlkirurgi,1207.0,9
Avd 138 Kärlkirurgi,Röntgen Norr rum S15,752.0,9
Öron Näsa Hals-Mottagningen (gamla rtg),AKOM akutteam 1,1033.0,9
Röntgen Norr rum S11,Kirurgmottagningen Dagvård,1156.0,9
UVA avdelning 95A,TVE Traumavårdsenhet,1006.0,9
Röntgen Norr rum S15,Avd 140 Hematologisk Mottagning,1608.0,9
Röntgen Norr rum S14 MR-kamera,Neurokirurgi Inskrivning,710.0,9
Avd 16/29 medicin,Bårhus,3704.0,9
Avd 90 MAVA,Avd 141 Hematologi,1276.0,9
Operation 1,Kirurgmottagningen Dagvård,958.0,9
Avd 132 Kirurgi,Lungdiagnostisk Mott.,453.0,9
Röntgen Plan 01 rum s18 (MR),AKOM team 3 OBS:en,1353.0,9
Röntgen Plan 01 rum s17 (MR),Avd 133 Neurologi,924.0,9
Avd 136 Kirurgi,Nuklearmedicin Klin Fys,248.0,9
Gynekologisk Mottagning,Avd 132 Kirurgi,1950.0,9
Röntgen Plan 01 rum s18 (MR),Avd 134 Ryggmärgsskador,1458.0,9
Avd 90 MAVA,Röntgen Plan 01 rum s18,364.0,9
Avd 16/29 medicin,Avd 113 Hud plan04,976.0,9
Operation 4,Röntgen Söder rum S4,1180.0,9
Avd 132 Kirurgi,Mammografi,740.0,9
Strålbehandling Rum 7,Avd 54 Onkologi,809.0,9
Avd 135 Stroke,Röntgen Söder rum S5,821.0,9
Avd 16/29 medicin,Avd 67 Gynekologi,1215.0,9
Avd 134 Ryggmärgsskador,Röntgen Plan 01 rum s18,710.0,9
Postop 4,Avd 53 Onkologi,1497.0,9
Röntgen Söder rum S4,Avd 30 Urologi,1184.0,9
MR 51 Gamla Magnetkameran,Avd 10 Neurokirurgi,951.0,9
Medicinmottagning 2,Avd 91 MAVA,1092.0,9
Avd 136 Kirurgi,Avd 14 Plastik,1626.0,9
Iohexol njurfunktion Klin Fys (crom),Avd 93 HIA Hjärtintensiv,962.0,9
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 25 Thoraxkirurgi,1108.0,9
Medicinmottagning 2,Avd 34 Geriatrik,1506.0,9
Postop 4,Postop 4,497.0,9
Avd 16/29 medicin,Röntgen Plan 01 rum s17,1076.0,9
Nuklearmedicin Klin Fys,Avd 136 Kirurgi,978.0,9
Avd 18 Öron Näsa Hals,Operation 6 Plastikkirurgi,562.0,9
TVE Traumavårdsenhet,Intervention 1,852.0,9
KFU Klinisk Fysiologi Ultraljud,Avd 18 Öron Näsa Hals,775.0,9
Avd 68 Gynekologi,Intervention 1,682.0,9
Avd 134 Ryggmärgsskador,Operation 8,870.0,9
Njurmottagningen Vita Str 12,Avd 131 Njurmedicin,1610.0,9
Avd 34 Geriatrik,Lungdiagnostisk Mott.,652.0,9
Röntgen Söder rum S7,Avd 115 Reumatologi,1477.0,9
Avd 140 Hematologisk Mottagning,Röntgen Plan 2/3 rum s22,276.0,9
Röntgen Söder rum S7,Avd 131 Njurmedicin,1093.0,9
Avd 67 Gynekologi,Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),622.0,9
CIVA avd 96,Avd 137 Kirurgi,914.0,9
Röntgen Söder rum S7,Avd 54 Onkologi,1199.0,9
Dialysmottagning (avd 130),Avd 137 Kirurgi,847.0,9
Avd 67 Gynekologi,Röntgen Söder rum S5,930.0,9
Avd 19 specialist,Röntgen Norr rum S12,260.0,9
Röntgen Plan 01 rum s20,Avd 138 Kärlkirurgi,1208.0,9
Avd 52 Onkologi,Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),542.0,9
Avd 133 Neurologi,Nuklearmedicin Klin Fys,433.0,9
Avd 91 MAVA,Avd 18 Öron Näsa Hals,1168.0,9
Röntgen Norr rum S15,Avd 31 Plastik dagvård,995.0,9
Avd 141 Hematologi,Operation 1,465.0,9
Avd 141 Hematologi,Neurooftamologisk mott Sahlgrenska ÖK,815.0,9
Röntgen Söder rum S5,Avd 34 Geriatrik,1099.0,9
Röntgen Söder rum S5,Avd 135 Stroke,1057.0,9
Röntgen Plan 01 rum s19 (MR),Avd 133 Neurologi,883.0,9
Avd 115 Reumatologi,Öron Näsa Hals-Mottagningen (gamla rtg),771.0,9
Avd 132 Kirurgi,Avd 132 Kirurgi,676.0,9
Avd 133 Neurologi,Neurologimottagning (Blå str 7 plan 00),791.0,9
Avd 91 MAVA,Avd 30 Urologi,966.0,9
Avd 52 Onkologi,Röntgen Plan 01 rum s18 (MR),420.0,8
Avd 52 Onkologi,Strålbehandling Rum 7,608.0,8
Avd 113 Hud plan04,Avd 16/29 medicin,2034.0,8
Avd 113 Hud plan04,Avd 141 Hematologi,1974.5,8
Avd 113 Hud plan04,Avd 34 Geriatrik,1677.5,8
Operation 8,Avd 131 Njurmedicin,1110.0,8
Avd 115 Reumatologi,Neurooftamologisk mott Sahlgrenska ÖK,925.0,8
Röntgen Plan 01 rum s17,Avd 15/28 Ortopedi,1150.0,8
Röntgen Plan 01 rum s17,Avd 16/29 medicin,831.0,8
Intervention 1,Avd 27 Plastik,1017.0,8
Intervention 1,Dialysmottagning (avd 130),1389.5,8
Vakten,AKOM akutteam 4,8.0,8
Avd 132 Kirurgi,Röntgen Söder rum S7,1010.5,8
Avd 91 MAVA,Öron Näsa Hals-Mottagningen ÖNH,775.0,8
CIVA avd 96,Avd 15/28 Ortopedi,1116.0,8
Avd 141 Hematologi,Röntgen Söder rum S5,539.0,8
AKOM akutteam 1,Intervention 1,972.5,8
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 13 Kardiologi,490.5,8
Avd 21 Geriatrik,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),669.5,8
Avd 69 Onkologi,Bårhus,4405.5,8
UVA avdelning 95A,Dagvård Urologmottagningen,1437.5,8
GEA Gastroenterologisk Endoskopi,AKOM team 3 OBS:en,969.5,8
Avd 68 Gynekologi,Röntgen Norr rum S16,763.5,8
Preoperativ mottagning Sahlgrenska Blå str 7 plan 1,Avd 69 Onkologi,1371.0,8
Avd 19 specialist,Röntgen Plan 2/3 rum s22,590.0,8
Operation 4 Preop,Röntgen Söder rum S5,1184.5,8
Avd 139 Transplantation,Röntgen Söder rum S7,961.5,8
KFU Klinisk Fysiologi Ultraljud,Röntgen Söder rum S4,518.0,8
Avd 139 Transplantation,Röntgen Plan 01 rum s18,395.0,8
Lungdiagnostisk Mott.,Avd 139 Transplantation,1226.5,8
Avd 81 Psykiatri,Röntgen Norr rum S15,780.5,8
Intervention 2,Avd 15/28 Ortopedi,1249.5,8
Intervention 1,Avd 91 MAVA,942.5,8
Operation 1,Avd 132 Kirurgi,1087.0,8
Röntgen Söder rum S7,Avd 67 Gynekologi,2050.5,8
Avd 91 MAVA,Nuklearmedicin Klin Fys,292.0,8
Avd 91 MAVA,Intervention 2,686.0,8
Avd 32 Specialistmedicin,Operation 2,560.5,8
Dialysmottagning (avd 130),Röntgen Söder rum S4,932.0,8
Dialysmottagning (avd 130),Röntgen-reception Uppgång G,873.5,8
Dialysmottagning (avd 130),Avd 92 HIA Hjärtintensiv,376.5,8
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),Avd 31 Plastik dagvård,864.5,8
Avd 138 Kärlkirurgi,Avd 30 Urologi,1148.0,8
Lungmottagningen Vita Str 12,AKOM triage,730.0,8
Avd 32 Specialistmedicin,Röntgen Plan 01 rum s20,577.0,8
Avd 135 Stroke,Neurologimottagning (Blå str 7 plan 00),975.5,8
Avd 16/29 medicin,Röntgen Plan 01 rum s20,657.5,8
IVF,Avd 141 Hematologi,1420.5,8
Avd 32 Specialistmedicin,Avd 113 Hud plan04,699.5,8
Avd 15/28 Ortopedi,Röntgen Söder rum S6,597.5,8
Avd 30 Urologi,Avd 132 Kirurgi,1097.5,8
Nuklearmedicin Klin Fys,Avd 19 specialist,1173.5,8
Strålbehandling Rum 5,Avd 19 specialist,1658.0,8
Röntgen Plan 01 rum s18 (MR),Avd 115 Reumatologi,1525.0,8
Hudmottagningen plan 01,Huvudentrén,2136.5,8
Avd 16/29 medicin,Avd 16/29 medicin,878.0,8
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),AKOM team 3 OBS:en,949.0,8
MR 51 Gamla Magnetkameran,Neurokirurgi Inskrivning,1168.0,8
Röntgen Plan 01 rum s18 (MR),Avd 138 Kärlkirurgi,1196.0,8
Röntgen Plan 01 rum s18 (MR),Avd 139 Transplantation,2109.5,8
Avd 134 Ryggmärgsskador,Operation 5 Neurokirurgi,684.0,8
Avd 25 Thoraxkirurgi,Avd 25 Thoraxkirurgi,619.5,8
Neurooftamologisk mott Sahlgrenska ÖK,Avd 16/29 medicin,1247.5,8
Operation 8,Avd 30 Urologi,605.0,8
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Kirurgmottagningen,775.0,8
Neurokirurgi Inskrivning,Röntgen Norr rum S13 MR-kamera,805.5,8
MR 51 Gamla Magnetkameran,Avd 135 Stroke,1331.0,8
Neurokirurgi Inskrivning,Röntgen Norr rum S11,513.5,8
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 18 Öron Näsa Hals,911.5,8
Avd 18 Öron Näsa Hals,Avd 137 Kirurgi,846.5,8
Avd 137 Kirurgi,Avd 67 Gynekologi,1243.5,8
Avd 80 Psykiatri,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),1122.5,8
Avd 30 Urologi,Avd 14 Plastik,1491.5,8
AKOM akutteam 1,Dialysmottagning (avd 130),1199.5,8
Öron Näsa Hals-Mottagningen ÖNH,Avd 91 MAVA,1208.5,8
71 Onkologisk mottagning team 3,Preoperativ mottagning Sahlgrenska Blå str 7 plan 1,1049.5,8
Avd 10 Neurokirurgi,Avd 21 Geriatrik,2039.5,8
Avd 115 Reumatologi,Avd 131 Njurmedicin,1174.5,8
AKOM akutteam 1,Avd 13 Kardiologi,968.0,8
Röntgen Plan 01 rum s18 (MR),Avd 19 specialist,779.5,8
Avd 93 HIA Hjärtintensiv,Bårhus,2696.5,8
Medicinmottagning 2,Avd 115 Reumatologi,1567.0,8
Mammografi,Avd 132 Kirurgi,1238.5,8
Operation 4 Postop,Avd 53 Onkologi,1430.0,8
Avd 21 Geriatrik,GEA Gastroenterologisk Endoskopi,191.0,8
KK-akuten Gynekologisk Akutmottagning,Operation 8,811.5,8
Röntgen Plan 01 rum s20,Avd 133 Neurologi,1254.0,8
Röntgen Plan 01 rum s20,Avd 32 Specialistmedicin,802.5,8
Avd 34 Geriatrik,Operation 1,316.0,8
AKOM team 3 OBS:en,Röntgen Plan 01 rum s18 (MR),890.5,8
Röntgen Söder rum S3,Avd 132 Kirurgi,1438.5,8
Avd 141 Hematologi,Strålbehandling CT-MR-Fixation,535.0,8
Avd 138 Kärlkirurgi,Röntgen Plan 01 rum s20,569.5,8
Röntgen Söder rum S7,Avd 139 Transplantation,1334.0,8
Röntgen Söder rum S7,Avd 138 Kärlkirurgi,1079.0,8
Röntgen Norr rum S15,Avd 82 Psykiatri,927.0,8
Avd 140 Hematologisk Mottagning,Röntgen Norr rum S11,675.5,8
Röntgen Norr rum S15,Röntgen Norr rum S16,687.0,8
Röntgen Söder rum S5,Avd 21 Geriatrik,1382.5,8
Avd 131 Njurmedicin,Avd 21 Geriatrik,2116.5,8
Röntgen Söder rum S4,Avd 53 Onkologi,1263.5,8
Röntgen Söder rum S5,Avd 19 specialist,1120.0,8
Avd 30 Urologi,Röntgen Plan 01 rum s20,241.5,8
Avd 132 Kirurgi,Gynekologisk Mottagning,330.0,8
Avd 131 Njurmedicin,Intervention 2,745.5,8
Röntgen Norr rum S12,Röntgen Norr rum S12,379.0,7
Röntgen Söder rum S5,Avd 52 Onkologi,1152.0,7
Avd 25 Thoraxkirurgi,Röntgen Söder rum S6,254.0,7
Avd 30 Urologi,Röntgen Plan 01 rum s18,464.0,7
Avd 131 Njurmedicin,Avd 91 MAVA,2162.0,7
Avd 131 Njurmedicin,Avd 115 Reumatologi,1655.0,7
Röntgen Söder rum S5,Avd 143 Transplantationsmottagning,1113.0,7
Intervention 1,Avd 143 Transplantationsmottagning,1086.0,7
Avd 139 Transplantation,Röntgen Norr rum S10,760.0,7
Röntgen Norr rum S15,Avd 14 Plastik,657.0,7
71 Onkologisk mottagning team 3,Röntgen Söder rum S4,693.0,7
Öron Näsa Hals-Mottagningen ÖNH,Avd 21 Geriatrik,1482.0,7
Avd 54 Onkologi,Strålbehandling Rum 6,329.0,7
Avd 93 HIA Hjärtintensiv,Andningsfysiologi Klin fys mottagning 3,328.0,7
Avd 10 Neurokirurgi,Avd 134 Ryggmärgsskador,2197.0,7
Öron Näsa Hals-Mottagningen (gamla rtg),TVE Traumavårdsenhet,1572.0,7
CIVA avd 96,Avd 138 Kärlkirurgi,639.0,7
CIVA avd 96,Avd 139 Transplantation,922.0,7
Röntgen Söder rum S7,Avd 34 Geriatrik,1077.0,7
Kärlkirurgimottagning (Vita Str 12),Avd 21 Geriatrik,2044.0,7
Avd 54 Onkologi,Avd 54 Onkologi,159.0,7
Avd 67 Gynekologi,Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),304.0,7
Cystoskopi Urologmottagningen,Operation 4 (på OP1 under sommaren),841.0,7
AKOM team 3 OBS:en,Avd 139 Transplantation,898.0,7
KK-akuten Gynekologisk Akutmottagning,Avd 132 Kirurgi,1628.0,7
Avd 34 Geriatrik,Röntgen Söder rum S6,333.0,7
Strålbehandling Rum 7,Avd 52 Onkologi,1086.0,7
Röntgen Söder rum S3,Avd 16/29 medicin,1077.0,7
Röntgen Söder rum S3,Avd 138 Kärlkirurgi,1013.0,7
Avd 91 MAVA,Avd 52 Onkologi,2806.0,7
Röntgen Söder rum S3,TVE Traumavårdsenhet,1108.0,7
Röntgen Söder rum S4,71 Onkologisk mottagning team 3,1310.0,7
Röntgen Plan 01 rum s20,Avd 139 Transplantation,1290.0,7
Avd 12 Thoraxkirurgi,Röntgen Söder rum S5,773.0,7
Nuklearmedicin Klin Fys,Avd 34 Geriatrik,1201.0,7
Neurooftamologisk mott Sahlgrenska ÖK,Avd 115 Reumatologi,1934.0,7
Avd 34 Geriatrik,Medicinmottagning 2,982.0,7
Avd 91 MAVA,Avd 82 Psykiatri,1550.0,7
Avd 91 MAVA,Avd 90 MAVA,55.0,7
Avd 32 Specialistmedicin,Avd 140 Hematologisk Mottagning,963.0,7
Avd 31 Plastik dagvård,Strålbehandling Brachy,1097.0,7
Avd 10 Neurokirurgi,Röntgen Plan 01 rum s19,549.0,7
Avd 32 Specialistmedicin,Avd 141 Hematologi,1318.0,7
Strålbehandling CT-MR-Fixation,Avd 32 Specialistmedicin,1290.0,7
Avd 16/29 medicin,Avd 91 MAVA,1445.0,7
Avd 134 Ryggmärgsskador,Röntgen Plan 01 rum s18 (MR),499.0,7
Avd 69 Onkologi,Operation 4 (på OP1 under sommaren),1257.0,7
Avd 16/29 medicin,Neurooftamologisk mott Sahlgrenska ÖK,392.0,7
Dialysmottagning (avd 130),Avd 136 Kirurgi,449.0,7
AKOM team 3 OBS:en,Avd 10 Neurokirurgi,1617.0,7
Avd 136 Kirurgi,Röntgen Söder rum S6,534.0,7
Dialysmottagning (avd 130),Avd 25 Thoraxkirurgi,1488.0,7
Avd 27 Plastik,Operation 7 Öron Näsa Hals,359.0,7
Avd 30 Urologi,Avd 131 Njurmedicin,1244.0,7
Avd 30 Urologi,Avd 137 Kirurgi,880.0,7
Avd 34 Geriatrik,Avd 115 Reumatologi,1366.0,7
Ambulanshall,Operation 2,569.0,7
Avd 23 Neurokirurgi,Röntgen Plan 01 rum s18 (MR),168.0,7
Avd 132 Kirurgi,PIVA avd 22,1092.0,7
Nuklearmedicin Klin Fys,Avd 30 Urologi,1066.0,7
AKOM triage,Öron Näsa Hals-mottagning Akutsidan (gamla rtg),807.0,7
Avd 69 Onkologi,Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),557.0,7
Röntgen Plan 01 rum s18 (MR),Neurokirurgi Inskrivning,770.0,7
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 68 Gynekologi,1049.0,7
Avd 134 Ryggmärgsskador,KFU Klinisk Fysiologi Ultraljud,184.0,7
Operation 8,Operation 1,9.0,7
Avd 30 Urologi,Nuklearmedicin Klin Fys,655.0,7
GEA Gastroenterologisk Endoskopi,AKOM akutteam 4,1171.0,7
Operation 8,Avd 137 Kirurgi,736.0,7
Avd 30 Urologi,GEA Gastroenterologisk Endoskopi,393.0,7
Avd 91 MAVA,Avd 113 Hud plan04,370.0,7
Avd 68 Gynekologi,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),644.0,7
Röntgen Söder rum S4,AKOM team 2 medicin,930.0,7
PIVA avd 22,Röntgen Norr rum S12,707.0,7
Röntgen Söder rum S4,Lungonkologisk Mottagning LOM,872.0,7
Röntgen Söder rum S4,Dialysmottagning (avd 130),949.0,7
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),Huvudentrén,1190.0,7
Lungmottagningen Vita Str 12,Röntgen Norr rum S11,1088.0,7
Avd 137 Kirurgi,Intervention 2,740.0,7
Röntgen Norr rum S16,NIVA Neurointensiven,600.0,7
Avd 53 Onkologi,Operation 4 (på OP1 under sommaren),568.0,7
Lungonkologisk Mottagning LOM,Röntgen Norr rum S16,471.0,7
UVA avdelning 95A,Avd 133 Neurologi,1024.0,7
TVE Traumavårdsenhet,Öron Näsa Hals-Mottagningen (gamla rtg),533.0,7
AKOM akutteam 4,Röntgen Plan 01 rum s18,528.0,7
Avd 30 Urologi (På 131 under sommaren),Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),626.0,7
Avd 30 Urologi (På 131 under sommaren),Röntgen Norr rum S11,738.0,7
Operation 8,Avd 132 Kirurgi,1174.0,7
Avd 133 Neurologi,Bårhus,5327.0,7
GEA Gastroenterologisk Endoskopi,Avd 30 Urologi,801.0,7
Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),Avd 131 Njurmedicin,1162.0,7
Röntgen Plan 01 rum s20,Avd 52 Onkologi,1065.0,7
Avd 30 Urologi,Röntgen Söder rum S4,603.0,7
Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),Avd 137 Kirurgi,1583.0,7
Avd 31 Plastik dagvård,Lungdiagnostisk Mott.,370.0,7
Avd 113 Hud plan04,Operation 7 Öron Näsa Hals,753.0,7
Operation 6 Plastikkirurgi,Avd 31 Plastik dagvård,851.0,7
AKOM team 2 medicin,Röntgen Norr rum S12,467.0,7
Avd 91 MAVA,Operation 8,420.0,7
Operation 4,Avd 30 Urologi (På 131 under sommaren),2302.0,7
Röntgen Söder rum S5,Avd 67 Gynekologi,1164.0,7
Röntgen Söder rum S6,Lungonkologisk Mottagning LOM,1042.0,7
Avd 34 Geriatrik,Avd 34 Geriatrik,1117.0,7
Nuklearmedicin Klin Fys,Avd 91 MAVA,1308.0,7
Röntgen Norr rum S16,Lungmottagningen Vita Str 12,1169.0,7
Avd 137 Kirurgi,Avd 34 Geriatrik,1633.0,7
Röntgen Norr rum S16,Avd 53 Onkologi,1571.0,7
Avd 90 MAVA,Bårhus,2867.0,7
Avd 91 MAVA,Lungdiagnostisk Mott.,771.0,7
Avd 91 MAVA,Avd 138 Kärlkirurgi,974.0,7
Avd 115 Reumatologi,Röntgen Plan 01 rum s18 (MR),837.0,7
Avd 115 Reumatologi,Röntgen Plan 01 rum s19,495.0,7
Avd 91 MAVA,Avd 132 Kirurgi,1099.0,7
Avd 131 Njurmedicin,Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),660.0,7
Avd 10 Neurokirurgi,MR 51 Gamla Magnetkameran,417.0,7
KFU Klinisk Fysiologi Ultraljud,KFU Klinisk Fysiologi Ultraljud,678.0,7
KFU Klinisk Fysiologi Ultraljud,Kärlkirurgimottagning (Vita Str 12),864.0,7
Avd 139 Transplantation,Röntgen Plan 01 rum s18 (MR),371.0,7
Avd 137 Kirurgi,Avd 52 Onkologi,1207.0,7
Röntgen Norr rum S11,71 Onkologisk mottagning team 3,1158.0,7
Avd 15/28 Ortopedi,Intervention 2,794.0,7
AKOM team 3 OBS:en,Avd 67 Gynekologi,1186.0,7
Avd 18 Öron Näsa Hals,Avd 54 Onkologi,1456.0,7
Avd 16/29 medicin,Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),776.0,7
Avd 16/29 medicin,Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),588.0,7
Avd 134 Ryggmärgsskador,Röntgen Norr rum S15,774.0,7
Avd 69 Onkologi,Röntgen Plan 01 rum s19,600.0,7
Avd 21 Geriatrik,Dialysmottagning (avd 130),444.0,7
Strålbehandling Rum 3,Avd 19 specialist,1306.0,7
Strålbehandling Rum 3,Avd 30 Urologi,1878.0,7
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 10 Neurokirurgi,863.0,7
Avd 133 Neurologi,Röntgen Plan 01 rum s20,730.0,7
Avd 133 Neurologi,Öron Näsa Hals-Mottagningen (gamla rtg),1017.0,7
Avd 18 Öron Näsa Hals (på 27 under sommaren),Operation 5 Neurokirurgi,617.0,7
Avd 90 MAVA,Röntgen Plan 01 rum s17,419.0,7
UVA avdelning 95A,Avd 69 Onkologi,1504.0,7
Avd 139 Transplantation,Operation 2,476.0,7
Avd 13 Kardiologi,Fysioterapi Vita str 13,655.0,7
